"prefix","idorgNamespace","title","description","sourceType","baseUri","alternatePrefixes","licence","versionInfo"
"Rhea","rhea","Rhea","Rhea is a manually annotated reaction database, where all reaction participants (reactants and products) are linked to the ChEBI database (Chemical Entities of Biological Interest), providing detailed information about structure, formulae and charge. It is populated with the reactions found in the EC list, IntEnz and ENZYME databases), as well as other biochemical reactions, including those that are often termed \"spontaneous\".","DATABASE","","rhea,RHEA,Rhea","None","None"
"Unipathway","unipathway","Unipathway","UniPathway is a manually curated resource of metabolic pathways for the UniProtKB/Swiss-Prot knowledgebase. It provides a structured controlled vocabulary to describe the role of a protein in a metabolic pathway.","DATABASE","","unipathway,UNIPATHWAY,Unipathway","None","None"
"chembl.compound","chembl.compound","ChEMBL compound","ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature.","DATABASE","","chembl.compound,CHEMBL.COMPOUND","None","None"
"chembl.target","chembl.target","ChEMBL target","ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature.","DATABASE","","chembl.target,CHEMBL.TARGET","None","None"
"sabiork.kineticrecord","sabiork.kineticrecord","SABIO-RK Kinetic Record","SABIO-RK is a relational database system that contains information about biochemical reactions, their kinetic equations with their parameters, and the experimental conditions under which these parameters were measured. The kinetic record data set provides information regarding the kinetic law, measurement conditions, parameter details and other reference information.","DATABASE","","sabiork.kineticrecord,SABIORK.KINETICRECORD","None","None"
"lgic","lgic","Ligand-Gated Ion Channel database","The Ligand-Gated Ion Channel database provides nucleic and proteic sequences of the subunits of ligand-gated ion channels. These transmembrane proteins can exist under different conformations, at least one of which forms a pore through the membrane connecting two neighbouring compartments. The database can be used to generate multiple sequence alignments from selected subunits, and gives the atomic coordinates of subunits, or portion of subunits, where available.","DATABASE","","lgic,LGIC","None","None"
"atc","atc","Anatomical Therapeutic Chemical","The Anatomical Therapeutic Chemical (ATC) classification system, divides active substances into different groups according to the organ or system on which they act and their therapeutic, pharmacological and chemical properties. Drugs are classified in groups at five different levels;  Drugs are divided into fourteen main groups (1st level), with pharmacological/therapeutic subgroups (2nd level).  The 3rd and 4th levels are chemical/pharmacological/therapeutic subgroups and the 5th level is the chemical substance. The Anatomical Therapeutic Chemical (ATC) classification system and the Defined Daily Dose (DDD) is a tool for exchanging and comparing data on drug use at international, national or local levels.","DATABASE","","atc,ATC","None","None"
"pharmgkb.pathways","pharmgkb.pathways","PharmGKB Pathways","The PharmGKB database is a central repository for genetic, genomic, molecular and cellular phenotype data and clinical information about people who have participated in pharmacogenomics research studies. The data includes, but is not limited to, clinical and basic pharmacokinetic and pharmacogenomic research in the cardiovascular, pulmonary, cancer, pathways, metabolic and transporter domains. 
PharmGKB Pathways are drug centric, gene based, interactive pathways which focus on candidate genes and gene groups and associated genotype and phenotype data of relevance for pharmacogenetic and pharmacogenomic studies.","DATABASE","","pharmgkb.pathways,PHARMGKB.PATHWAYS","None","None"
"pharmgkb.disease","pharmgkb.disease","PharmGKB Disease","The PharmGKB database is a central repository for genetic, genomic, molecular and cellular phenotype data and clinical information about people who have participated in pharmacogenomics research studies. The data includes, but is not limited to, clinical and basic pharmacokinetic and pharmacogenomic research in the cardiovascular, pulmonary, cancer, pathways, metabolic and transporter domains.","DATABASE","","pharmgkb.disease,PHARMGKB.DISEASE","None","None"
"pharmgkb.drug","pharmgkb.drug","PharmGKB Drug","The PharmGKB database is a central repository for genetic, genomic, molecular and cellular phenotype data and clinical information about people who have participated in pharmacogenomics research studies. The data includes, but is not limited to, clinical and basic pharmacokinetic and pharmacogenomic research in the cardiovascular, pulmonary, cancer, pathways, metabolic and transporter domains.","DATABASE","","pharmgkb.drug,PHARMGKB.DRUG","None","None"
"ttd.drug","ttd.drug","TTD Drug","The Therapeutic Target Database (TTD) is designed to provide information about the known therapeutic protein and nucleic acid targets described in the literature, the targeted disease conditions, the pathway information and the corresponding drugs/ligands directed at each of these targets. Cross-links to other databases allow the access to information about the sequence, 3D structure, function, nomenclature, drug/ligand binding properties, drug usage and effects, and related literature for each target.","DATABASE","","ttd.drug,TTD.DRUG","None","None"
"ttd.target","ttd.target","TTD Target","The Therapeutic Target Database (TTD) is designed to provide information about the known therapeutic protein and nucleic acid targets described in the literature, the targeted disease conditions, the pathway information and the corresponding drugs/ligands directed at each of these targets. Cross-links to other databases are also introduced to facilitate the access of information about the sequence, 3D structure, function, nomenclature, drug/ligand binding properties, drug usage and effects, and related literature for each target.","DATABASE","","ttd.target,TTD.TARGET","None","None"
"NeuronDB","neurondb","NeuronDB","NeuronDB provides a dynamically searchable database of three types of neuronal properties: voltage gated conductances, neurotransmitter receptors, and neurotransmitter substances. It contains tools that provide for integration of these properties in a given type of neuron and compartment, and for comparison of properties across different types of neurons and compartments.","DATABASE","","neurondb,NEURONDB,NeuronDB","None","None"
"NeuroMorpho","neuromorpho","NeuroMorpho","NeuroMorpho.Org is a centrally curated inventory of  digitally reconstructed neurons.","DATABASE","","neuromorpho,NEUROMORPHO,NeuroMorpho","None","None"
"ChemIDplus","chemidplus","ChemIDplus","ChemIDplus is a web-based search system that provides access to structure and nomenclature authority files used for the identification of chemical substances cited in National Library of Medicine (NLM) databases. It also provides structure searching and direct links to many biomedical resources at NLM and on the Internet for chemicals of interest.","DATABASE","","chemidplus,CHEMIDPLUS,ChemIDplus","None","None"
"BioSystems","biosystems","BioSystems","The NCBI BioSystems database centralizes and cross-links existing biological systems databases, increasing their utility and target audience by integrating their pathways and systems into NCBI resources.","DATABASE","","biosystems,BIOSYSTEMS,BioSystems","None","None"
"ctd.chemical","ctd.chemical","CTD Chemical","The Comparative Toxicogenomics Database (CTD) presents scientifically reviewed and curated information on chemicals, relevant genes and proteins, and their interactions in vertebrates and invertebrates. It integrates sequence, reference, species, microarray, and general toxicology information to provide a unique centralized resource for toxicogenomic research. The database also provides visualization capabilities that enable cross-species comparisons of gene and protein sequences.","DATABASE","","ctd.chemical,CTD.CHEMICAL","None","None"
"ctd.disease","ctd.disease","CTD Disease","The Comparative Toxicogenomics Database (CTD) presents scientifically reviewed and curated information on chemicals, relevant genes and proteins, and their interactions in vertebrates and invertebrates. It integrates sequence, reference, species, microarray, and general toxicology information to provide a unique centralized resource for toxicogenomic research. The database also provides visualization capabilities that enable cross-species comparisons of gene and protein sequences.","DATABASE","","ctd.disease,CTD.DISEASE","None","None"
"ctd.gene","ctd.gene","CTD Gene","The Comparative Toxicogenomics Database (CTD) presents scientifically reviewed and curated information on chemicals, relevant genes and proteins, and their interactions in vertebrates and invertebrates. It integrates sequence, reference, species, microarray, and general toxicology information to provide a unique centralized resource for toxicogenomic research. The database also provides visualization capabilities that enable cross-species comparisons of gene and protein sequences.","DATABASE","","ctd.gene,CTD.GENE","None","None"
"BioNumbers","bionumbers","BioNumbers","BioNumbers is a database of key numberical information that may be used in molecular biology. Along with the numbers, it contains references to the original literature, useful comments, and related numeric data. 
","DATABASE","","bionumbers,BIONUMBERS,BioNumbers","None","None"
"DrugBank","drugbank","DrugBank","The DrugBank database is a bioinformatics and chemoinformatics resource that combines detailed drug (i.e. chemical, pharmacological and pharmaceutical) data with comprehensive drug target (i.e. sequence, structure, and pathway) information. This collection references drug information.","DATABASE","","drugbank,DRUGBANK,DrugBank","None","None"
